cod_localidad,id_provincia,id_departamento,categoria,provincia,departamento,localidad,nombre,direccion,piso,cp,web,latitud,longitud,tipo_latitud_longitud,fuente,sector,pantallas,butacas,tipo_de_gestion,espacio_incaa,año_actualizacion
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,El Páramo Cultural,Carlos Calvo 3974,,1230,https://www.facebook.com/ParamoCultural/,-34.6250548,-58.4215037,Precisa,INCAA / SInCA,Cine,1,60,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Gaumont,Av. Rivadavia 1635,,1033,http://www.incaa.gov.ar/,-34.60898,-58.38964,Precisa,INCAA / SInCA,Cine,3,1167,Pública,Si,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hoyts Abasto,Aguero 665,,1193,https://www.cinemarkhoyts.com.ar/,-34.603485,-58.410853,Precisa,INCAA / SInCA,Cine,12,3021,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hoyts Panamericana,Melian 4880,,1430,https://www.cinemarkhoyts.com.ar/,-34.546344,-58.488435,Precisa,INCAA / SInCA,Cine,10,1918,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Leopoldo Lugones,Av. Corrientes 1530,,1042,https://complejoteatral.gob.ar/cine,-34.604258,-58.388392,Precisa,INCAA / SInCA,Cine,1,212,Pública,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Lorca,Av. Corrientes 1428,,1042,http://cinelorca.wixsite.com/cine-lorca,-34.604091,-58.38682,Precisa,INCAA / SInCA,Cine,2,452,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Malba,Av. Figuero Alcorta 3415,Planta Baja,1425,http://www.malba.org.ar/,-34.577273,-58.403747,Precisa,INCAA / SInCA,Cine,1,224,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Monumental Lavalle,Lavalle 780,,1047,https://www.multiplex.com.ar/,-34.602358,-58.377801,Precisa,INCAA / SInCA,Cine,7,1270,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Nueva Victoria,Hipolito Yrigoyen 965,,1086,,-34.6094911,-58.3800409,Precisa,INCAA / SInCA,Cine,2,115,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Popular Ecuador,Ecuador 54,,1214,,-34.6097095,-58.4090281,Precisa,INCAA / SInCA,Cine,1,147,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Raúl González Tuñón,Av. Corrientes 1543,,1042,,-34.6040092,-58.3885434,Precisa,INCAA / SInCA,Cine,1,94,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Showcase Cinemas Belgrano,Monroe 1655,,1428,https://www.todoshowcase.com/,-34.553878,-58.452868,Precisa,INCAA / SInCA,Cine,10,2082,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,UBA - Cosmos,Av. Corrientes 2046,,1045,https://www.facebook.com/pg/cinecosmos.uba/,-34.604629,-58.396198,Precisa,INCAA / SInCA,Cine,2,190,Pública,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Yrigoyen,Hipolito Yrigoyen 945,,1086,,-34.6093723,-58.3796419,Precisa,INCAA / SInCA,Cine,2,64,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Microcine Centro Cultural Recoleta,Junin 1930,,1113,http://www.centroculturalrecoleta.org/,-34.586753,-58.391672,Precisa,INCAA / SInCA,Cine,1,100,Pública,No,2022
14147010,14,14147,Salas de cine,Córdoba,Santa María,Alta Gracia,Cinemacenter Alta Gracia,Belgrano 466,,5186,https://www.cinemacenter.com.ar/,-31.658439,-64.4284228,Precisa,INCAA / SInCA,Cine,3,431,Privada,No,2022
14147010,14,14147,Salas de cine,Córdoba,Santa María,Alta Gracia,Dinosaurio Mall Alta Gracia,Gabino Ezeiza 1080,,5186,https://dinomall.com.ar/,-31.3743198,-64.1888852,Precisa,INCAA / SInCA,Cine,2,317,Privada,No,2022
14098050,14,14098,Salas de cine,Córdoba,Río Cuarto,Berrotarán,Cine Cooperativo Berrotarán,ROGELIO MARTINEZ y MARIANO MORENO,,5817,https://coopeb.com.ar/cine-teatro-multiespacio/,-32.451917,-64.388374,Precisa,INCAA / SInCA,Cine,1,419,Privada,No,2022
14014010,14,14014,Salas de cine,Córdoba,Capital,Córdoba,El Jardín de las Delicias,Bv. San Juan 49,,5000,https://cineclubmunicipal.org.ar/,-31.4209116,-64.186749,Precisa,INCAA / SInCA,Cine,1,194,Pública,No,2022
14140230,14,14140,Salas de cine,Córdoba,San Justo,La Francia,Cine Moderno,Antonio G. Almada 172,,2426,https://www.facebook.com/teatrocinemoderno100/,-31.404247,-62.632551,Precisa,INCAA / SInCA,Cine,1,441,Privada,No,2022
14140030,14,14140,Salas de cine,Córdoba,San Justo,Arroyito,Cinema 2000 Auditorium,Belgrano y Rafael Nuñez,,2434,https://www.facebook.com/pg/Cinema.2000.Arroyito.3D,-31.415409,-63.050541,Precisa,INCAA / SInCA,Cine,1,207,Privada,No,2022
14182060,14,14182,Salas de cine,Córdoba,Union,Bell Ville,Sudcinemas Bell Ville,Mitre 61,,5900,http://sudcinemas.com.ar/cine-wp/cine/bellville/,-32.630182,-62.686628,Precisa,INCAA / SInCA,Cine,2,324,Privada,No,2022
14182080,14,14182,Salas de cine,Córdoba,Union,Canals,Guillermo J. Nolter,Moreno Y Sarmiento,,2650,https://www.cinecoop3d.com/elcine.php,-33.561974,-62.881592,Precisa,INCAA / SInCA,Cine,1,200,Privada,No,2022
14091040,14,14091,Salas de cine,Córdoba,Punilla,Capilla del Monte,Enrique Muiño,Dean Funes 526,,5184,,-30.85886021,-64.52498635,Precisa,INCAA / SInCA,Cine,1,413,Privada,No,2022
14014010,14,14014,Salas de cine,Córdoba,Capital,Córdoba,Cines Gran Rex,Av. Gral. Paz 174,,5000,http://cinesgranrex.com.ar/,-31.413467,-64.185517,Precisa,INCAA / SInCA,Cine,8,1201,Privada,No,2022
14014010,14,14014,Salas de cine,Córdoba,Capital,Córdoba,Complejo Cinerama,Av. Colon 345,,5000,https://www.cinerama.com.ar/,-31.41215,-64.18797,Precisa,INCAA / SInCA,Cine,4,755,Privada,No,2022
14014010,14,14014,Salas de cine,Córdoba,Capital,Córdoba,Dinosaurio Mall 60 Cuadras,Av. Circunvalacion Agustin Tosco 4552,,5014,https://www.cinesdinomall.com.ar/,-31.455392,-64.139799,Precisa,INCAA / SInCA,Cine,2,307,Privada,No,2022
14014010,14,14014,Salas de cine,Córdoba,Capital,Córdoba,Dinosaurio Mall Alto Verde,Rodriguez Del Busto 4086,,5009,https://www.cinesdinomall.com.ar/Inicio,-31.374331,-64.222543,Precisa,INCAA / SInCA,Cine,7,1193,Privada,No,2022
14014010,14,14014,Salas de cine,Córdoba,Capital,Córdoba,Dinosaurio Mall Ruta 20,Av. Fuerza Aerea 1700,,5009,https://www.cinesdinomall.com.ar/Inicio,-31.430367,-64.213755,Precisa,INCAA / SInCA,Cine,7,1385,Privada,No,2022
14014010,14,14014,Salas de cine,Córdoba,Capital,Córdoba,Hoyts Nuevo Centro Cordoba,Duarte Quiros 1400,,5000,https://www.cinemarkhoyts.com.ar/,-31.413218,-64.204384,Precisa,INCAA / SInCA,Cine,6,960,Privada,No,2022
14014010,14,14014,Salas de cine,Córdoba,Capital,Córdoba,Hoyts Patio Olmos,Av. Velez Sarsfield 361,,5000,https://www.cinemarkhoyts.com.ar/,-31.419463,-64.188813,Precisa,INCAA / SInCA,Cine,8,986,Privada,No,2022
14014010,14,14014,Salas de cine,Córdoba,Capital,Córdoba,Showcase Cordoba,J.A. Goyechea 2851,,5009,https://www.todoshowcase.com/,-31.37983,-64.214238,Precisa,INCAA / SInCA,Cine,12,2386,Privada,No,2022
14014010,14,14014,Salas de cine,Córdoba,Capital,Córdoba,Cine Arte Córdoba,27 De Abril 275,,5000,https://www.facebook.com/CineArteCordoba/,-31.415918,-64.188507,Precisa,INCAA / SInCA,Cine,1,210,Privada,No,2022
14028050,14,14028,Salas de cine,Córdoba,Cruz del Eje,Cruz del Eje,Cine Aida,Thomas Edison 2126,,5280,,-30.721123,-64.809898,Precisa,INCAA / SInCA,Cine,1,444,Privada,No,2022
14098110,14,14098,Salas de cine,Córdoba,Rio Cuarto,Elena,Cine Teatro Coop Luz y Fuerza,Mitre 31,,5815,Facebook: Cine Teatro Cooperativo de Elena,-32.571612,-64.393329,Precisa,INCAA / SInCA,Cine,1,279,Privada,No,2022
14021140,14,14021,Salas de cine,Córdoba,Colón,Jesús María,Las Tipas Jesus Maria,Ruta Nacional 9 Esq. Corrientes,,5220,http://www.cinesmolise.com.ar/,-30.977117,-64.08461,Precisa,INCAA / SInCA,Cine,3,623,Privada,No,2022
14140300,14,14140,Salas de cine,Córdoba,San Justo,Morteros,Las Tipas Morteros,Bv. Illia 232,,2421,http://www.lastipasboulevard.com.ar/,-30.709913,-62.004292,Precisa,INCAA / SInCA,Cine,2,300,Privada,No,2022
14098230,14,14098,Salas de cine,Córdoba,Rio Cuarto,Río Cuarto,Centro Cultural Leonardo Favio,Buenos Aires 55,,5800,http://www.cba.gov.ar/,-33.124306,-64.349166,Precisa,INCAA / SInCA,Cine,1,219,Pública,No,2022
14098230,14,14098,Salas de cine,Córdoba,Rio Cuarto,Río Cuarto,Cines Del Paseo,Av. Mugnaini Y Sobremonte,,5800,http://cba.gov.ar,-33.118053,-64.346569,Precisa,INCAA / SInCA,Cine,4,955,Privada,No,2022
14161150,14,14161,Salas de cine,Córdoba,Tercero Arriba,Río Tercero,Strike,Velez Sarfield 143,,5850,http://cinemastrike.com.ar/,-32.173616,-64.112293,Precisa,INCAA / SInCA,Cine,2,400,Privada,No,2022
14021250,14,14021,Salas de cine,Córdoba,Colón,Salsipuedes,Dinosaurio Mall Salsipuedes,Av. Sarmiento 1007,,5113,http://www.cinesdinomall.com.ar,-31.126828,-64.296023,Precisa,INCAA / SInCA,Cine,2,322,Privada,No,2022
14140360,14,14140,Salas de cine,Córdoba,San Justo,San Francisco,Las Tipas San Francisco,Iturraspe 1448,,2400,http://www.nuevocineradar.com.ar/,-31.429048,-62.082118,Precisa,INCAA / SInCA,Cine,3,620,Privada,No,2022
14021280,14,14021,Salas de cine,Córdoba,Colón,Unquillo,Espacio Incaa Unquillo,San Martin 1505,,5109,http://www.unquillo.gov.ar/,-31.2376037,-64.3120955,Precisa,INCAA / SInCA,Cine,1,220,Pública,Si,2022
14098290,14,14098,Salas de cine,Córdoba,Rio Cuarto,Vicuña Mackenna,Sala C.E.Y.A.L,Av. Carlos S. Yde 1056,,6140,,-33.92201,-64.391679,Precisa,INCAA / SInCA,Cine,1,850,Privada,No,2022
14021290,14,14021,Salas de cine,Córdoba,Colón,Villa Allende,Showcase Villa Allende,Rio De Janeiro 1725,,5105,https://www.todoshowcase.com/,-31.29374,-64.290766,Precisa,INCAA / SInCA,Cine,3,563,Privada,No,2022
14091250,14,14091,Salas de cine,Córdoba,Punilla,Villa Carlos Paz,Holiday Cines,9 De Julio 53,,5152,https://www.holidaycinemas.com.ar/,-31.42071,-64.499959,Precisa,INCAA / SInCA,Cine,4,1000,Privada,No,2022
14119210,14,14119,Salas de cine,Córdoba,Rio Segundo,Villa del Rosario,Cine General Paz,Sarmiento 731,,5963,,-31.553891,-63.53414,Precisa,INCAA / SInCA,Cine,1,412,Privada,No,2022
14133200,14,14133,Salas de cine,Córdoba,San Javier,Villa Dolores,Eter Cine,Felipe Erdman 145,,5870,http://www.etercine3d.com.ar/,-31.944437,-65.192108,Precisa,INCAA / SInCA,Cine,2,400,Privada,No,2022
14042170,14,14042,Salas de cine,Córdoba,General San Martin,Villa María,Centro Cultural Leonardo Favio,Av. Sabattini 200,,5900,http://www.villamaria.gob.ar,-32.410815,-63.248169,Precisa,INCAA / SInCA,Cine,1,200,Pública,Si,2022
14042170,14,14042,Salas de cine,Córdoba,General San Martin,Villa María,Sudcinemas,"Ruta Nacional 158 Km 155,5",,5900,http://sudcinemas.com.ar/,-32.41003,-63.262294,Precisa,INCAA / SInCA,Cine,4,800,Privada,No,2022
14014010,14,14014,Salas de cine,Córdoba,Capital,Villa Rivera Indarte,Sunstar Cordoba,Ricardo Rojas 9200,,5008,http://www.cinesunstar.com/,-31.335765,-64.289746,Precisa,INCAA / SInCA,Cine,6,1398,Privada,No,2022
18007010,18,18007,Salas de cine,Corrientes,Bella Vista,Bella Vista,Fantasio,Salta 1059,,3432,https://www.facebook.com/CineFantasioBellaVista/,-28.508494,-59.045464,Precisa,INCAA / SInCA,Cine,1,240,Privada,No,2022
18021020,18,18021,Salas de cine,Corrientes,Capital,Corrientes,Cinemacenter Corrientes,Av. Pedro Ferre y Chacabuco,,3400,http://www.cinemacenter.com.ar/,-27.46464,-58.810635,Precisa,INCAA / SInCA,Cine,5,1140,Privada,No,2022
18021020,18,18021,Salas de cine,Corrientes,Capital,Corrientes,De La Costa Costanera,Carlos Pellegrini 451/311,,3400,http://www.loscinesdelacosta.com.ar/,-27.464752,-58.843015,Precisa,INCAA / SInCA,Cine,2,358,Privada,No,2022
18021020,18,18021,Salas de cine,Corrientes,Capital,Corrientes,De La Costa Shopping,Av. Centenario 3535,,3400,http://www.loscinesdelacosta.com.ar/,-27.481359,-58.766998,Precisa,INCAA / SInCA,Cine,4,562,Privada,No,2022
18035020,18,18035,Salas de cine,Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,Sociedad Rural,Beron De Astrada 641,,3460,http://cinedelarural.com.ar,-29.790473,-58.054474,Precisa,INCAA / SInCA,Cine,1,300,Privada,No,2022
18070020,18,18070,Salas de cine,Corrientes,Goya,Goya,Cines del Litoral Goya,España 659,,3450,,-29.144283,-59.266741,Precisa,INCAA / SInCA,Cine,2,370,Privada,No,2022
18119030,18,18119,Salas de cine,Corrientes,Paso de los Libres,Paso de los Libres,Cine Teatro Opera,Los 108 941,,3230,https://www.facebook.com/pg/Cineoperacorrientes/,-29.7137101,-57.0855601,Precisa,INCAA / SInCA,Cine,1,200,Privada,No,2022
30049040,30,30049,Salas de cine,Entre Ríos,Gualeguay,Gualeguay,Cine Boulevard,Av. Illia Y Chocho Vivanco,,2840,Facebook: Cine Boulevard,-33.127799,-59.322437,Precisa,INCAA / SInCA,Cine,2,440,Privada,No,2022
30028010,30,30028,Salas de cine,Entre Ríos,Federacion,Chajarí,Cine Gran Libertad,3 De Febrero 3060,,3228,,-30.759415,-57.984929,Precisa,INCAA / SInCA,Cine,1,400,Privada,No,2022
30008020,30,30008,Salas de cine,Entre Ríos,Colon,Colón,Starlight Cinema Digital,Calle 12 De Abril 287,,3280,https://www.facebook.com/StarlightCineColon/,-32.22154,-58.138713,Precisa,INCAA / SInCA,Cine,2,154,Privada,No,2022
30098040,30,30098,Salas de cine,Entre Ríos,Uruguay,Concepción del Uruguay,Cine Teatro San Martin,Estrada 820,,3260,https://www.facebook.com/cinesanmartin/,-32.48,-58.235156,Precisa,INCAA / SInCA,Cine,1,457,Privada,No,2022
30015060,30,30015,Salas de cine,Entre Ríos,Concordia,Concordia,Teatro Gran Odeon,Entre Rios 567,,3200,http://www.fundacionodeon.com.ar,-31.398151,-58.018999,Precisa,INCAA / SInCA,Cine,1,664,Privada,No,2022
30049040,30,30049,Salas de cine,Entre Ríos,Gualeguay,Gualeguay,Altos Del Gualeguay,Rocamora 33,,2840,https://www.facebook.com/pg/CineAltosDeGualeguay,-33.150323,-59.311609,Precisa,INCAA / SInCA,Cine,1,198,Privada,No,2022
30056070,30,30056,Salas de cine,Entre Ríos,Gualeguaychu,Gualeguaychú,Cinema Gualeguaychu,25 De Mayo 1383,,2820,http://cinemagualeguaychu.com,-33.009937,-58.525474,Precisa,INCAA / SInCA,Cine,1,330,Privada,No,2022
30084160,30,30084,Salas de cine,Entre Ríos,Parana,Paraná,Cine Circulo Obrero,Andres Pazos 339,,3100,https://www.cinecirculo.com.ar/,-31.732929,-60.524631,Precisa,INCAA / SInCA,Cine,2,300,Privada,No,2022
30008090,30,30008,Salas de cine,Entre Ríos,Colon,San José,Cine Urquiza,25 De Mayo 1849,,3283,http://www.cineurquiza.com.ar,-32.212515,-58.217901,Precisa,INCAA / SInCA,Cine,1,250,Privada,No,2022
30105060,30,30105,Salas de cine,Entre Ríos,Victoria,Victoria,Sala Municipal Cine Teatro Victoria,Alem 64,,3153,,-32.6202247,-60.1572386,Precisa,INCAA / SInCA,Cine,1,299,Pública,Si,2022
30113080,30,30113,Salas de cine,Entre Ríos,Villaguay,Villaguay,Cine Teatro Berisso,San Martin 540,,3240,https://www.facebook.com/pg/CineBerisso/,-31.865115,-59.027433,Precisa,INCAA / SInCA,Cine,1,350,Privada,No,2022
34014020,34,34014,Salas de cine,Formosa,Formosa,Formosa,El Pajarito Avenida,Av. Juan Domingo Peron 757,,3600,https://www.facebook.com/Cines-Avenida-112830095434025/,-26.169497,-58.181483,Precisa,INCAA / SInCA,Cine,3,619,Privada,No,2022
38042040,38,38042,Salas de cine,Jujuy,Palpala,Palpala,Cine Teatro Altos Hornos Zapla,Av. Rio De La Plata 383,,4612,https://www.facebook.com/pg/CineAHZ,-24.2575926,-65.213095,Precisa,INCAA / SInCA,Cine,1,1100,Privada,No,2022
38021060,38,38021,Salas de cine,Jujuy,Dr. Manuel Belgrano,San Salvador de Jujuy,Cine Auditorium,Independencia Esq. Italia S/N,,4600,https://www.facebook.com/CineAuditoriumJujuyINCAAMercosur/,-24.187252,-65.292851,Precisa,INCAA / SInCA,Cine,1,201,,Si,2022
38021060,38,38021,Salas de cine,Jujuy,Dr. Manuel Belgrano,San Salvador de Jujuy,Cine Teatro Alfa,Patricias Argentinas 360,,4600,https://twitter.com/cineteatroalfa,-24.184494,-65.311156,Precisa,INCAA / SInCA,Cine,2,856,Privada,No,2022
38094050,38,38094,Salas de cine,Jujuy,Tilcara,Tilcara,Barbarita Cruz,Belgrano 547,,4624,https://capectilcara.com/,-23.577105,-65.393961,Precisa,INCAA / SInCA,Cine,1,120,Privada,Si,2022
42105030,42,42105,Salas de cine,La Pampa,Maraco,Gral. Pico,Espacio Incaa-Cine & Teatro Pico,Calle 17 957,,6360,http://www.picocine.com.ar/,-35.6605302,-63.7528695,Precisa,INCAA / SInCA,Cine,1,534,Privada,Si,2022
42105030,42,42105,Salas de cine,La Pampa,Maraco,Gral. Pico,Gran Pampa,Calle 20 642,,6360,,-35.658982,-63.753935,Precisa,INCAA / SInCA,Cine,1,730,Privada,No,2022
42021020,42,42021,Salas de cine,La Pampa,Capital,Santa Rosa,Amadeus,Coronel Gil 31,,6300, www.cineamadeus.com.ar/,-36.619904,-64.289902,Precisa,INCAA / SInCA,Cine,1,223,Privada,No,2022
42021020,42,42021,Salas de cine,La Pampa,Capital,Santa Rosa,Milenium,Escalante 270,,6300,,-36.623122,-64.294797,Precisa,INCAA / SInCA,Cine,1,352,Privada,No,2022
42021020,42,42021,Salas de cine,La Pampa,Capital,Santa Rosa,Sala Auditorio Juan C. Bustriazo Ortiz,Quintana 172,,6300,Facebook: Espacio INCAA Santa Rosa,-36.6188275,-64.2933999,Precisa,INCAA / SInCA,Cine,1,118,Pública,Si,2022
46007010,46,46007,Salas de cine,La Rioja,Arauco,Aimogasta,Cine El Progreso,9 De Julio 85,,5310,,-28.5600409,-66.8106825,Aproximada,INCAA / SInCA,Cine,1,285,,No,2022
46042010,46,46042,Salas de cine,La Rioja,Chilecito,Chilecito,Cinema 3D Chilecito,La Plata y 19 De Febrero,,5360,http://cinema3dlarioja.com/,-29.163011,-67.495688,Precisa,INCAA / SInCA,Cine,2,216,Privada,No,2022
46014010,46,46014,Salas de cine,La Rioja,Capital,La Rioja,Cinema 3D Pelagio B. Luna,Pelagio Luna 960,,5300,http://cinema3dlarioja.com/,-29.412799,-66.861693,Precisa,INCAA / SInCA,Cine,2,292,Privada,No,2022
46014010,46,46014,Salas de cine,La Rioja,Capital,La Rioja,Cinema 3D San Martin,San Martin 62,,5300,http://cinema3dlarioja.com/,-29.41478,-66.857701,Precisa,INCAA / SInCA,Cine,1,72,Privada,No,2022
46014010,46,46014,Salas de cine,La Rioja,Capital,La Rioja,Cinemacenter La Rioja,Av. Abel Bazan Y Bustos 710,,5300,http://www.cinemacenter.com.ar/,-29.41152524,-66.85814976,Precisa,INCAA / SInCA,Cine,4,769,Privada,No,2022
46014010,46,46014,Salas de cine,La Rioja,Capital,La Rioja,Espacio 73,Catamarca 73,,5300,http://www.culturalarioja.gob.ar,-29.412852,-66.8593276,Precisa,INCAA / SInCA,Cine,1,128,Pública,Si,2022
50014030,50,50014,Salas de cine,Mendoza,General Alvear,General Alvear,Cineteatro Antonio Lafalla,Av. Alvear Oeste 437,,5620,https://cineteatrolafalla.alvearmendoza.gob.ar/,-34.9783447,-67.6949329,Precisa,INCAA / SInCA,Cine,1,122,Pública,No,2022
50021010,50,50021,Salas de cine,Mendoza,Godoy Cruz,Godoy Cruz,Cinemark Palmares,Ruta Panamericana 2650,,5501,https://www.cinemarkhoyts.com.ar,-32.952537,-68.855684,Precisa,INCAA / SInCA,Cine,10,1681,Privada,No,2022
50049050,50,50049,Salas de cine,Mendoza,Las Heras,Las Heras,Tadicor Las Heras,Juan Dragui Lucero 1450,,5539,http://www.tadicor.com/Cines.php,-32.853189,-68.808148,Precisa,INCAA / SInCA,Cine,2,284,Privada,No,2022
50070060,50,50070,Salas de cine,Mendoza,Maipu,Maipú,Cine Teatro Imperial,Pablo Pescara Y Peron,,5515,https://www.facebook.com/pg/Cineteatroimperial/,-32.98293032,-68.78722763,Precisa,INCAA / SInCA,Cine,1,600,Privada,Si,2022
50070060,50,50070,Salas de cine,Mendoza,Maipu,Maipú,Cinepolis Arena Maipu,Emilio Civit Y Maza,,5515,https://www.villagecines.com/,-32.974843,-68.796178,Precisa,INCAA / SInCA,Cine,5,949,Privada,No,2022
50077040,50,50077,Salas de cine,Mendoza,Malargue,Malargüe,Sala Maiten,Ruta 40 Norte Y Pje Orteguina,,5613,https://www.malargue.gov.ar/,-35.48035,-69.58467,Precisa,INCAA / SInCA,Cine,1,160,Pública,No,2022
50007010,50,50007,Salas de cine,Mendoza,Capital,Mendoza,Cine Universidad,Juan Agustín Maza 250,,5500,http://cine.uncuyo.edu.ar/,-32.888547,-68.837395,Precisa,INCAA / SInCA,Cine,2,350,Pública,No,2022
50007010,50,50007,Salas de cine,Mendoza,Capital,Mendoza,Cinemacenter Mendoza,Las Cañas 1833,,5519,http://www.cinemacenter.com.ar/,-32.912576,-68.820262,Precisa,INCAA / SInCA,Cine,6,1361,Privada,No,2022
50007010,50,50007,Salas de cine,Mendoza,Capital,Mendoza,Cinepolis Mendoza,Av. Acceso Este 3280 Lateral Norte,,5521,https://www.villagecines.com/,-32.902037,-68.798003,Precisa,INCAA / SInCA,Cine,10,2344,Privada,No,2022
50007010,50,50007,Salas de cine,Mendoza,Capital,Mendoza,Microcine Municipal David Eisenchlas,9 De Julio 500,Subsuelo,5500,,-32.896563,-68.842488,Precisa,INCAA / SInCA,Cine,1,115,Pública,No,2022
50007010,50,50007,Salas de cine,Mendoza,Capital,Mendoza,Porky`S,Lavalle 32,Piso 1,5500,,-32.888518,-68.838264,Precisa,INCAA / SInCA,Cine,1,70,Privada,No,2022
50084140,50,50084,Salas de cine,Mendoza,Rivadavia,Rivadavia,Centro Cultural Juan Centorbi,Lavalle 740,,5577,,-33.193378,-68.46537,Precisa,INCAA / SInCA,Cine,1,963,Pública,No,2022
50098100,50,50098,Salas de cine,Mendoza,San Martin,San Martín,Cine Cervantes San Martin,9 De Julio 187,,5570,http://www.cinecervantes.com,-33.080928,-68.471596,Precisa,INCAA / SInCA,Cine,1,328,Privada,No,2022
50098100,50,50098,Salas de cine,Mendoza,San Martin,San Martín,Tadicor San Martin,Lateral Sur Ruta Nacional 7 Sin Nro,,5570,htpp:/www.tadicor.com sección cines ,-32.853468,-68.808184,Precisa,INCAA / SInCA,Cine,2,302,Privada,No,2022
50105210,50,50105,Salas de cine,Mendoza,San Rafael,San Rafael,Centro Cultural San Rafael del Diamante,Av. Hipolito Yrigoyen 280,,5600,https://www.facebook.com/TeatroRomaSanRafael,-34.6148225,-68.3331498,Precisa,INCAA / SInCA,Cine,1,690,Pública,Si,2022
50105210,50,50105,Salas de cine,Mendoza,San Rafael,San Rafael,Cine Amelix,San Martin 139,,5600,https://www.facebook.com/CineAmelix/,-34.614613,-68.329305,Precisa,INCAA / SInCA,Cine,2,359,Privada,No,2022
50126060,50,50126,Salas de cine,Mendoza,Tupungato,Tupungato,Cinema Américo,La Gloria 1777,,5561,https://www.facebook.com/Cinemaamericotupungatomendoza,-33.3494216,-69.1512149,Precisa,INCAA / SInCA,Cine,1,113,Privada,No,2022
54091080,54,54091,Salas de cine,Misiones,Obera,Oberá,Cine Teatro Obera,San Martin 1069,,3360,https://www.facebook.com/CineTeatroObera/,-27.488208,-55.122305,Precisa,INCAA / SInCA,Cine,1,220,Pública,Si,2022
54091080,54,54091,Salas de cine,Misiones,Obera,Oberá,Microcines Obera,Av. Sarmiento 1044,,3360,www.cinescasinoobera.com.ar/,-27.48614,-55.123172,Precisa,INCAA / SInCA,Cine,2,292,Privada,No,2022
54028030,54,54028,Salas de cine,Misiones,Capital,Posadas,Imax Del Conocimiento,Ruta 12 Y Acceso Oeste (Av. Ulises Lopez),,3300,https://www.parquedelconocimiento.com/,-27.396198,-55.963477,Precisa,INCAA / SInCA,Cine,1,546,Pública,No,2022
54028030,54,54028,Salas de cine,Misiones,Capital,Posadas,Sunstar Posadas,Bolivar 1979,,3300,http://www.cinesunstar.com/,-27.366775,-55.895626,Precisa,INCAA / SInCA,Cine,4,559,Privada,No,2022
58035070,58,58035,Salas de cine,Neuquén,Confluencia,Neuquén,Cinemark Neuquén,Av. Dr. Ramón 355,,8300,https://www.cinemarkhoyts.com.ar/,-38.9420114,-68.064777,Precisa,INCAA / SInCA,Cine,6,1113,Privada,No,2022
58091040,58,58091,Salas de cine,Neuquén,Pehuenches,Rincón de Los Sauces,Auditorio Casa de la Cultura,Perón y 20 de Diciembre,,8319,Facebook: Cine Casa de la Cultura Rincón de los Sauces,-37.389866,-68.923387,Precisa,INCAA / SInCA,Cine,1,98,Pública,No,2022
